"Track Title","Track Length","Artist","Album","Genre"
Bohemian Like You,3:32,The Dandy Warhols,Thirteen Tales from Urban Bohemia,Pop
The Last High,4:47,The Dandy Warhols,Welcome to the Monkey House,Rock
Shelf in the Room,4:44,Days of the New,Days of the New,Rock
"Touch, Peel and Stand",4:57,Days of the New,Days of the New,Rock
Face of the Earth,5:17,Days of the New,Days of the New,Pop
Solitude,4:10,Days of the New,Days of the New,Rock
The Down Town,4:15,Days of the New,Days of the New,Rock
What's Left for Me?,5:26,Days of the New,Days of the New,Pop
Freak,5:24,Days of the New,Days of the New,Pop
Now,5:04,Days of the New,Days of the New,Pop
Whimsical,6:01,Days of the New,Days of the New,Pop
Where I Stand,5:39,Days of the New,Days of the New,Pop
How Do You Know You?,5:34,Days of the New,Days of the New,Pop
Cling,6:29,Days of the New,Days of the New,Rock
The Boner Track (Bonus Track),7:00,Days of the New,Days of the New,Rock
"Million Dollar Loan (30 Days, 30 Songs)",4:38,Death Cab for Cutie,"Million Dollar Loan (30 Days, 30 Songs) - Single",Rock
I Will Possess Your Heart,8:26,Death Cab for Cutie,Narrow Stairs,Alternative
No Sunlight,2:40,Death Cab for Cutie,Narrow Stairs,Alternative
Cath...,3:50,Death Cab for Cutie,Narrow Stairs,Alternative
I Will Follow You Into the Dark,3:09,Death Cab for Cutie,Plans,Alternative
Breakfast at Tiffany's,4:17,Deep Blue Something,Home,Pop
My Own Summer (Shove It),3:35,Deftones,Around the Fur,Hard Rock
Lhabia,4:11,Deftones,Around the Fur,Hard Rock
Mascara,3:45,Deftones,Around the Fur,Hard Rock
Around the Fur,3:32,Deftones,Around the Fur,Hard Rock
Rickets,2:43,Deftones,Around the Fur,Hard Rock
Be Quiet and Drive (Far Away),5:08,Deftones,Around the Fur,Hard Rock
Lotion,3:58,Deftones,Around the Fur,Hard Rock
Dai the Flu,4:37,Deftones,Around the Fur,Hard Rock
Headup,5:13,Deftones,Around the Fur,Hard Rock
MX,37:19:00,Deftones,Around the Fur,Hard Rock
Minerva,4:18,Deftones,Deftones,Hard Rock
Diamond Eyes,3:08,Deftones,Diamond Eyes (Deluxe Version),Hard Rock
Back to School (Mini Maggit),3:57,Deftones,White Pony,Hard Rock
Feiticeira,3:10,Deftones,White Pony,Hard Rock
Digital Bath,4:15,Deftones,White Pony,Hard Rock
Elite,4:02,Deftones,White Pony,Hard Rock
Rx Queen,4:28,Deftones,White Pony,Hard Rock
Street Carp,2:42,Deftones,White Pony,Hard Rock
Teenager,3:21,Deftones,White Pony,Hard Rock
Knife Prty,4:49,Deftones,White Pony,Hard Rock
Korea,3:24,Deftones,White Pony,Hard Rock
Passenger,6:09,Deftones,White Pony,Hard Rock
Change (In the House of Flies),5:00,Deftones,White Pony,Hard Rock
Pink Maggit,7:33,Deftones,White Pony,Hard Rock
Stand Tall,3:11,Dirty Heads,Any Port in a Storm (Special Edition),Alternative
The Vengeful One,4:12,Disturbed,Immortalized (Deluxe Version),Rock
The Sound of Silence,4:08,Disturbed,Immortalized (Deluxe Version),Hard Rock
Down With the Sickness,4:39,Disturbed,The Sickness,Hard Rock
Stricken,4:06,Disturbed,Ten Thousand Fists,Hard Rock
Awkward Groove,2:34,Domo Genesis,Genesis,Hip-Hop/Rap
One Below,6:37,Domo Genesis,Genesis,Hip-Hop/Rap
Wanderer (feat. Tay Walker),2:54,Domo Genesis,Genesis,Hip-Hop/Rap
Questions (feat. Da$h & Kendra Foster),5:03,Domo Genesis,Genesis,Hip-Hop/Rap
My Own (feat. JMSN),2:37,Domo Genesis,Genesis,Hip-Hop/Rap
"Go (Gas) [feat. Wiz Khalifa, Juicy J & Tyler, The Creator]",3:43,Domo Genesis,Genesis,Hip-Hop/Rap
Coming Back (feat. MAC MILLER),2:42,Domo Genesis,Genesis,Hip-Hop/Rap
Faded in the Moment (feat. Cam O'bi),3:30,Domo Genesis,Genesis,Hip-Hop/Rap
Dapper (feat. Anderson .Paak),3:13,Domo Genesis,Genesis,Hip-Hop/Rap
Brotha,2:52,Domo Genesis,Genesis,Hip-Hop/Rap
All Night (feat. King Chip),4:17,Domo Genesis,Genesis,Hip-Hop/Rap
Lost and Found,2:34,Domo Genesis,Genesis,Hip-Hop/Rap
"Rolling Papers (feat. Tyler, The Creator)",2:53,Domo Genesis,12 Odd Future Songs,Hip-Hop/Rap
I Need a Doctor (feat. Eminem & Skylar Grey),4:44,Dr. Dre,I Need a Doctor (feat. Eminem & Skylar Grey) - Single,Hip-Hop/Rap
Lolo (Intro) [feat. Xzibit & Tray Dee],0:41,Dr. Dre,2001,Hip-Hop/Rap
The Watcher,3:27,Dr. Dre,2001,Hip-Hop/Rap
Fuck You (feat. Devin The Dude & Snoop Dogg),3:25,Dr. Dre,2001,Hip-Hop/Rap
Still D.R.E. (feat. Snoop Dogg),4:31,Dr. Dre,2001,Pop
Big Ego's (feat. Hittman),3:58,Dr. Dre,2001,Hip-Hop/Rap
"Xxplosive (feat. Hittman, Six-Two, Nate Dogg & Kurupt)",3:35,Dr. Dre,2001,Hip-Hop/Rap
What's the Difference (feat. Eminem & Xzibit),4:04,Dr. Dre,2001,Hip-Hop/Rap
"Bar One (feat. Traci Nelson, Ms. Roq & Eddie Griffin)",0:51,Dr. Dre,2001,Hip-Hop/Rap
Light Speed (feat. Hittman),2:41,Dr. Dre,2001,Hip-Hop/Rap
Forgot About Dre (feat. Eminem),3:42,Dr. Dre,2001,Hip-Hop/Rap
The Next Episode (feat. Snoop Dogg),2:42,Dr. Dre,2001,Hip-Hop/Rap
"Let's Get High (feat. Hittman, Ms. Roq & Kurupt)",2:27,Dr. Dre,2001,Hip-Hop/Rap
"Bitch N****z (feat. Hittman, Six-Two & Snoop Dogg)",4:14,Dr. Dre,2001,Hip-Hop/Rap
The Car Bomb (feat. Mel-Man & Charis Henry),1:01,Dr. Dre,2001,Hip-Hop/Rap
Murder Ink (feat. Hittman & Ms. Roq),2:28,Dr. Dre,2001,Hip-Hop/Rap
"Ed-Ucation (feat. Hittman, Ms. Roq & Eddie Griffin)",1:32,Dr. Dre,2001,Hip-Hop/Rap
"Some L.A. N****z (feat. Hittman, Ms. Roq, Knoc-Turn'al, Time Bomb, Koka Kambon, Defari, MC Ren & Xzibit)",4:25,Dr. Dre,2001,Hip-Hop/Rap
Pause 4 Porno (feat. Jake Steed),1:33,Dr. Dre,2001,Hip-Hop/Rap
Housewife (feat. Hittman & Kurupt),4:03,Dr. Dre,2001,Hip-Hop/Rap
Ackrite (feat. Hittman),3:40,Dr. Dre,2001,Hip-Hop/Rap
Bang Bang (feat. Hittman & Knoc-Turn'al),3:42,Dr. Dre,2001,Hip-Hop/Rap
The Message (feat. Mary J. Blige & Rell),5:04,Dr. Dre,2001,Hip-Hop/Rap
Through the Fire and Flames,7:22,DragonForce,Inhuman Rampage,Metal
Forever,5:57,"Drake, Kanye West, Lil Wayne & Eminem",More Than a Game (Music Inspired By the Film),Soundtrack
The State of Massachusetts,3:52,Dropkick Murphys,The Meanest of Times (Deluxe Edition),Rock
I'm Shipping up to Boston,2:34,Dropkick Murphys,The Warrior's Code,Rock
Pre (feat. SK La' Flare),2:52,Earl Sweatshirt,Doris,Hip-Hop/Rap
Burgundy (feat. Vince Staples),2:07,Earl Sweatshirt,Doris,Hip-Hop/Rap
20 Wave Caps (feat. Domo Genesis),2:12,Earl Sweatshirt,Doris,Hip-Hop/Rap
Sunday (feat. Frank Ocean),3:26,Earl Sweatshirt,Doris,Hip-Hop/Rap
Hive (feat. Vince Staples & Casey Veggies),4:37,Earl Sweatshirt,Doris,Hip-Hop/Rap
Chum,4:04,Earl Sweatshirt,Doris,Hip-Hop/Rap
"Sasquatch (feat. Tyler, The Creator)",2:48,Earl Sweatshirt,Doris,Hip-Hop/Rap
Centurion (feat. Vince Staples),3:04,Earl Sweatshirt,Doris,Hip-Hop/Rap
523,1:32,Earl Sweatshirt,Doris,Hip-Hop/Rap
Uncle Al,0:53,Earl Sweatshirt,Doris,Hip-Hop/Rap
Guild (feat. Mac Miller),3:54,Earl Sweatshirt,Doris,Hip-Hop/Rap
Molasses (feat. RZA),2:16,Earl Sweatshirt,Doris,Hip-Hop/Rap
"Whoa (feat. Tyler, The Creator)",3:16,Earl Sweatshirt,Doris,Hip-Hop/Rap
Knight (feat. Domo Genesis),3:14,Earl Sweatshirt,Doris,Hip-Hop/Rap
Huey,1:52,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Mantra,3:49,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Faucet,3:08,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Grief,4:11,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Off Top,1:47,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Grown Ups (feat. Dash),2:58,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
AM // Radio (feat. Wiki),4:03,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Inside,1:50,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
DNA (feat. Na'kel),3:52,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Wool (feat. Vince Staples),2:33,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Hip-Hop/Rap
Shattered Dreams,2:21,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Red Water,1:44,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Cold Summers,1:06,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Nowhere2go,1:54,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
24-Dec,1:47,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Ontheway! (feat. Standing On the Corner),1:42,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
The Mint (feat. Navy Blue),2:45,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
The Bends,1:35,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Loosie,0:59,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Azucar,1:26,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Eclipse,1:34,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Veins,2:00,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Playing Possum (feat. Cheryl Harris & Keorapetse Kgositsile),1:35,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Peanut,1:14,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Riot!,1:06,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap
Hoarse,3:52,"Earl Sweatshirt, Matthew Tavares, Alex Sowinski & Chester Handsen",Doris,Hip-Hop/Rap
Curtains Up (Skit),0:30,Eminem,The Eminem Show,Hip-Hop/Rap
White America,5:25,Eminem,The Eminem Show,Hip-Hop/Rap
Business,4:12,Eminem,The Eminem Show,Hip-Hop/Rap
Cleanin' Out My Closet,4:58,Eminem,The Eminem Show,Hip-Hop/Rap
Square Dance,5:24,Eminem,The Eminem Show,Hip-Hop/Rap
The Kiss (Skit),1:16,Eminem,The Eminem Show,Hip-Hop/Rap
Soldier,3:46,Eminem,The Eminem Show,Hip-Hop/Rap
Say Goodbye Hollywood,4:33,Eminem,The Eminem Show,Hip-Hop/Rap
Drips (feat. Obie Trice),4:46,Eminem,The Eminem Show,Hip-Hop/Rap
Without Me,4:50,Eminem,The Eminem Show,Hip-Hop/Rap
Paul Rosenberg (Skit),0:23,Eminem,The Eminem Show,Hip-Hop/Rap
Sing for the Moment,5:40,Eminem,The Eminem Show,Hip-Hop/Rap
Superman (feat. Dina Rae),5:50,Eminem,The Eminem Show,Hip-Hop/Rap
Hailie's Song,5:21,Eminem,The Eminem Show,Hip-Hop/Rap
Steve Berman (Skit),0:33,Eminem,The Eminem Show,Hip-Hop/Rap
When the Music Stops (feat. D12),4:29,Eminem,The Eminem Show,Hip-Hop/Rap
Say What U Say (feat. Dr. Dre),5:10,Eminem,The Eminem Show,Hip-Hop/Rap
'Till I Collapse (feat. Nate Dogg),4:58,Eminem,The Eminem Show,Hip-Hop/Rap
My Dad's Gone Crazy (feat. Hailie Jade),4:27,Eminem,The Eminem Show,Hip-Hop/Rap
Curtains Close (Skit),1:02,Eminem,The Eminem Show,Hip-Hop/Rap
Encore / Curtains Up,0:47,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Evil Deeds,4:20,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Never Enough (feat. 50 Cent & Nate Dogg) [feat. 50 Cent & Nate Dogg],2:40,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Yellow Brick Road,5:46,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Like Toy Soldiers,4:57,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Mosh,5:18,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Puke,4:08,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
My 1st Single,5:03,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Paul (Skit),0:32,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Rain Man,5:14,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Big Weenie,4:27,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Em Calls Paul (Skit),1:12,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Just Lose It,4:09,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Ass Like That,4:25,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
"Spend Some Time (feat. Obie Trice, Stat Quo & 50 Cent) [feat. Obie Trice, Stat Quo & 50 Cent]",5:11,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Mockingbird,4:11,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Crazy In Love,4:02,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
One Shot 2 Shot (feat. D12) [feat. D12],4:27,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Final Thought (Skit),0:30,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Encore / Curtains Down (feat. Dr. Dre & 50 Cent) [feat. Dr. Dre & 50 Cent],5:48,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
We As Americans (Bonus Track),4:36,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Love You More (Bonus Track),4:44,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Ricky Ticky Toc (Bonus Track),2:50,Eminem,Encore (Deluxe Version),Hip-Hop/Rap
Lucky You (feat. Joyner Lucas),4:05,Eminem,Kamikaze,Hip-Hop/Rap
Stepping Stone,5:10,Eminem,Kamikaze,Hip-Hop/Rap
Public Service Announcement 2000,0:28,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Kill You,4:24,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Stan (feat. Dido),6:44,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Who Knew,3:48,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
The Way I Am,4:50,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
The Real Slim Shady,4:44,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Remember Me? (feat. RBX & Sticky Fingaz),3:39,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
I'm Back,5:10,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Marshall Mathers,5:21,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Ken Kaniff (Skit),1:02,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Drug Ballad,5:00,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Amityville (feat. Bizarre),4:15,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
"Bitch Please 2 (feat. Dr. Dre, Snoop Dogg, Alvin Joiner & Nate Dogg)",4:48,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Kim,6:18,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Under the Influence (feat. D12),5:22,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Criminal,5:20,Eminem,The Marshall Mathers LP,Hip-Hop/Rap
Bad Guy,7:14,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Parking Lot (skit),0:55,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Rhyme Or Reason,5:02,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
So Much Better,4:21,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Survival,4:32,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Legacy,4:56,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
A*****e (feat. Skylar Grey),4:49,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Berzerk,3:59,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Rap God,6:04,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Brainless,4:47,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Stronger Than I Was,5:37,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
The Monster (feat. Rihanna),4:10,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
So Far...,5:18,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Love Game (feat. Kendrick Lamar),4:57,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Headlights (feat. Nate Ruess),5:43,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Evil Twin,7:34,Eminem,The Marshall Mathers LP2,Hip-Hop/Rap
Cold Wind Blows,5:04,Eminem,Recovery,Hip-Hop/Rap
Talkin’ 2 Myself (feat. Kobe),5:00,Eminem,Recovery,Hip-Hop/Rap
On Fire,3:33,Eminem,Recovery,Hip-Hop/Rap
W.T.P.,3:58,Eminem,Recovery,Hip-Hop/Rap
Going Through Changes,4:59,Eminem,Recovery,Hip-Hop/Rap
Not Afraid,4:08,Eminem,Recovery,Hip-Hop/Rap
Seduction,4:35,Eminem,Recovery,Hip-Hop/Rap
No Love (feat. Lil Wayne),5:00,Eminem,Recovery,Hip-Hop/Rap
Space Bound,4:39,Eminem,Recovery,Hip-Hop/Rap
Cinderella Man,4:39,Eminem,Recovery,Hip-Hop/Rap
25 to Life,4:02,Eminem,Recovery,Hip-Hop/Rap
So Bad,5:25,Eminem,Recovery,Hip-Hop/Rap
Almost Famous,4:52,Eminem,Recovery,Hip-Hop/Rap
Love the Way You Lie (feat. Rihanna),4:23,Eminem,Recovery,Hip-Hop/Rap
You’re Never Over,5:06,Eminem,Recovery,Hip-Hop/Rap
Untitled,3:14,Eminem,Recovery,Hip-Hop/Rap
Dr. West (Skit),1:30,Eminem,Relapse,Hip-Hop/Rap
3 a.m.,5:20,Eminem,Relapse,Hip-Hop/Rap
My Mom,5:20,Eminem,Relapse,Hip-Hop/Rap
Insane,3:01,Eminem,Relapse,Hip-Hop/Rap
Bagpipes from Baghdad,4:43,Eminem,Relapse,Hip-Hop/Rap
Hello,4:08,Eminem,Relapse,Hip-Hop/Rap
Tonya (Skit),0:42,Eminem,Relapse,Hip-Hop/Rap
Same Song & Dance,4:07,Eminem,Relapse,Hip-Hop/Rap
We Made You,4:30,Eminem,Relapse,Hip-Hop/Rap
Medicine Ball,3:57,Eminem,Relapse,Hip-Hop/Rap
Paul (Skit),0:19,Eminem,Relapse,Hip-Hop/Rap
Stay Wide Awake,5:20,Eminem,Relapse,Hip-Hop/Rap
Old Time's Sake (feat. Dr. Dre),4:38,Eminem,Relapse,Hip-Hop/Rap
Must Be the Ganja,4:03,Eminem,Relapse,Hip-Hop/Rap
Mr. Mathers (Skit),0:42,Eminem,Relapse,Hip-Hop/Rap
Déjà vu,4:44,Eminem,Relapse,Hip-Hop/Rap
Beautiful,6:33,Eminem,Relapse,Hip-Hop/Rap
Steve Berman (Skit),1:29,Eminem,Relapse,Hip-Hop/Rap
Underground/Ken Kaniff,6:11,Eminem,Relapse,Hip-Hop/Rap
We Made You (Single Version),4:47,Eminem,Relapse,Hip-Hop/Rap
Walk On Water (feat. Beyoncé),5:04,Eminem,Revival,Hip-Hop/Rap
River (feat. Ed Sheeran),3:41,Eminem,Revival,Hip-Hop/Rap
In Your Head,3:03,Eminem,Revival,Hip-Hop/Rap
Castle,4:15,Eminem,Revival,Hip-Hop/Rap
Arose,4:35,Eminem,Revival,Hip-Hop/Rap
Public Service Announcement,0:33,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
My Name Is,4:28,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Guilty Conscience (feat. Dr. Dre),3:19,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Brain Damage,3:47,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
If I Had,4:06,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
'97 Bonnie & Clyde,5:16,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Role Model,3:25,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
My Fault,4:02,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Cum on Everybody,3:39,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Rock Bottom,3:34,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Just Don't Give a Fuck,4:03,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
As the World Turns,4:25,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
I'm Shady,3:32,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
"Bad Meets Evil (feat. Royce da 5'9"")",4:13,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Still Don't Give a Fuck,4:17,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Hazardous Youth (A Cappella),0:44,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Greg (A Cappella),0:53,Eminem,The Slim Shady LP (Expanded Edition),Pop
Guilty Conscience (feat. Dr. Dre) [Radio Version],3:20,Eminem,The Slim Shady LP (Expanded Edition),Pop
Guilty Conscience (feat. Dr. Dre) [Instrumental],3:21,Eminem,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Guilty Conscience (feat. Dr. Dre) [A Cappella],3:17,Eminem,The Slim Shady LP (Expanded Edition),Pop
My Name Is (Instrumental),4:29,Eminem,The Slim Shady LP (Expanded Edition),Pop
Just Don't Give a Fuck (A Cappella),3:35,Eminem,The Slim Shady LP (Expanded Edition),Pop
Just Don't Give a Fuck (Instrumental),4:08,Eminem,The Slim Shady LP (Expanded Edition),Pop
"Bad Guys Always Die (From ""Wild Wild West"" Soundtrack)",4:39,Eminem & Dr. Dre,The Slim Shady LP (Expanded Edition),Soundtrack
Won't Back Down (feat. Pink),4:26,Eminem & P!nk,Recovery,Hip-Hop/Rap
Paul (Skit),0:16,"Eminem & Paul ""Bunyan"" Rosenberg",The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Steve Berman (Skit),0:54,Eminem & Steve Berman,The Marshall Mathers LP,Hip-Hop/Rap
Get You Mad,4:22,Eminem & Sway & King Tech,The Slim Shady LP (Expanded Edition),Blues
Bitch,0:20,Eminem & Zoe Winkler,The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Ken Kaniff (Skit),1:16,"Eminem, Aristotle & Mark Bass",The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Crack a Bottle,4:58,"Eminem, Dr. Dre & 50 Cent",Relapse,Hip-Hop/Rap
Crack a Bottle (Single Version),5:16,"Eminem, Dr. Dre & 50 Cent",Relapse,Hip-Hop/Rap
Lounge (Skit),0:47,"Eminem, Jeff Bass & Mark Bass",The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Soap (Skit),0:35,"Eminem, Jeff Bass & Royce da 5'9""",The Slim Shady LP (Expanded Edition),Hip-Hop/Rap
Cliffs of Dover,4:10,Eric Johnson,Ah Via Musicom,Rock
Epic,4:54,Faith No More,The Real Thing,Hard Rock
F.C.P.R.E.M.I.X.,3:58,The Fall of Troy,Doppelganger,Rock
Thnks fr th Mmrs,3:28,Fall Out Boy,Believers Never Die - Greatest Hits (Bonus Track Version),Alternative
I Don't Care (Single Version),3:34,Fall Out Boy,Folie à Deux,Alternative
"Dance, Dance",3:00,Fall Out Boy,From Under the Cork Tree,Alternative
"Sugar, We're Goin Down",3:49,Fall Out Boy,From Under the Cork Tree,Alternative
"This Ain't a Scene, It's an Arms Race",3:32,Fall Out Boy,Infinity on High,Alternative
American Capitalist,3:28,Five Finger Death Punch,American Capitalist,Rock
Under and Over It,3:38,Five Finger Death Punch,American Capitalist,Rock
The Pride,3:24,Five Finger Death Punch,American Capitalist,Rock
Coming Down,4:01,Five Finger Death Punch,American Capitalist,Rock
Menace,3:32,Five Finger Death Punch,American Capitalist,Rock
Generation Dead,3:43,Five Finger Death Punch,American Capitalist,Rock
